,tweetText,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,like_to_view_ratio
228,"You need 4 habits:

One that builds your mind.
One that builds your body.
One that builds your business.
One that builds your relationships.

The good life is the process of becoming everything you could be.",183,23,850,4715,298933,1480,0.015772765134662282
372,"Life is a do it yourself project but most people never escape the projects society assigns to them.

You invest in yourself every day until your value brings fulfillment to your life and overflows into others.

Investing in others too early won’t yield the same quality of life.",146,17,310,1748,110841,238,0.015770338
406,"If you ask any successful person what is necessary they will always include “mindset” in their advice.

Some will call this cliche or impractical.

Others will realize their mind is the root of it all. The source of their perceptions and actions. And they too will find success.",150,14,157,1047,66495,96,0.015745544777802843
895,You stop caring about others opinions when you trust yourself with your future.,145,11,167,1278,81179,65,0.015742987718498625
650,"When you pause, zoom out, and observe your thoughts, who you are becomes greater than the prison of thoughts that rule most people's lives.",90,8,126,924,58705,75,0.015739715526786473
754,"Even the most enlightened masters have emotional waves in their life. The difference is that they observe, flow with it, and feel into it to extract its source. Most people succumb to it, fight with it, and allow it to become their master.",92,2,103,653,41520,50,0.015727360308285164
487,"If you feel bad:

1) You are letting problems stack up and fill your subconscious.

2) You know you are capable of more but are slacking off.

3) You give thoughts too much attention and they gain a life of their own.

The worst thing you can do is think there isn't a way out.",116,13,319,1867,118757,446,0.015721178541054422
836,"Eradicate “easier said than done” from your vocabulary.

Ya

EVERYTHING is easier said than done.

Stop psyching yourself out and do it.

It’s supposed to be difficult don’t expect otherwise.",103,4,70,681,43408,42,0.015688352377441945
773,"If you can write, speak, market, and sell you no longer have to worry about the outcome of your life. All you must do is use those skills to create your path.",138,14,237,1583,100915,204,0.015686468810384976
1195,"Be a failure.

Approach the girl and get rejected. Post the video and get called an idiot. Start the business and watch people criticize your first moves.

Everyone else did it. You aren’t a special case.

Invest in your portfolio of failures until you can afford to succeed.",268,78,1483,7069,450816,785,0.015680454997160705
470,To create a path of 1 you need a knowledge of 100.,99,3,58,669,42688,32,0.015671851574212893
688,"Don't care, didn't ask, go to the gym",95,9,145,1198,76484,30,0.015663406725589666
244,"1 million followers come from looks.

1000 true fans come from depth.",187,13,79,1142,72938,66,0.015657133455811784
638,"When you stop hiding what you have to offer and put yourself on the market, only then does your luck increase from 0 to 1%",118,6,183,1449,92678,151,0.015634778480329743
946,"Desire is not bad.

But when you desire to change something that can't be changed, it becomes the source of your suffering.",131,7,114,929,59499,46,0.015613707793408293
457,"Health, wealth, relationships, and happiness are processes, not outcomes or rewards. You don't need to compete in a bodybuilding show to lift. You don't need to make a million bucks to write. Enjoy them for what they are, a beautiful part of life.",115,13,227,1526,97747,153,0.015611732329380953
524,Technical know-how paired with obsessive creativity on a long enough time scale is the formula for creating your ideal future.,102,4,127,931,59641,122,0.015610066900286716
639,Don't be yourself if you didn't create yourself.,108,14,148,1202,77159,78,0.015578221594370067
1020,"Observation is the skill that allows you to predict your future, correct your actions, and create a life that the masses can't fathom.",130,15,188,1184,76052,60,0.015568295
810,Be careful listening to the opinions of those that haven't achieved what you want to achieve.,145,17,272,1474,94811,88,0.015546719
989,Where most people quit is where greatness is born.,156,14,258,1540,99119,66,0.01553688
135,"We live in a time of specialized generalism.

You must laser in on a specific vision for the future and acquire the general skill and knowledge that will actualize each ascending goal that creates that vision.",123,8,92,907,58439,152,0.015520457228905354
990,"Business is about solving other peoples problems.

Self improvement is about solving your own problems.

The only logical starting point in modern business is to improve yourself, document your journey, and occasionally ask to be paid for your work.",151,17,226,1364,87905,169,0.015516751038052444
819,To discover who you are you must chip away at who you think you are.,141,9,140,1082,69769,64,0.01550832
330,"It starts as building to make money, it ends as making money to build.",158,7,154,1360,87701,65,0.015507234809181196
670,The best way to make a leap toward a better life is to force yourself into a place you don’t belong. You can get scared and run away or grow until you belong.,166,10,331,1793,115629,232,0.015506491
357,"I enjoy seeing how much of a load I can carry every day.

Pushing my physical limits with running and training.

Pushing my mental limits with writing and business.

Pushing my emotional limits with meaningful responsibilities.

It’s a fun game. The only real game there is.",156,12,186,1686,108748,222,0.015503733
433,"You don’t get rid of the ego.

You understand it through awareness. You change the parts that hold you back. You develop a character that not only benefits your future but others’.

Viewing your ego as the enemy is a great way to unintentionally hate yourself.",170,10,178,1226,79181,122,0.015483512458796934
323,"You’re allowed to hate things.

Your job. Your business. Your environment.

People change when they experience a problem to the point of hatred.

People that say “hate is bad” are often the most hateful, because they don’t know how to redirect an energy that everyone experiences.",163,9,137,1076,69505,134,0.015480900654629164
750,"Understanding is a long term game.

It takes years of consistent exposure to different perspectives to truly understand a topic (and get expert level results).

The reason you aren’t getting the results you want is because you haven’t spent enough time in the game.",106,7,117,776,50141,89,0.015476356674178815
909,"Comfort is the most uncomfortable place you can be.

You aren't making progress. You don't feel a sense of purpose. You're trapped in a bubble of negative thoughts and emotions because you don't have a goal to filter them.

Create a plan. Sit with it. Refine it. Execute.",132,6,331,1550,100290,182,0.015455179978063616
605,"Set a goal and forget it, but not entirely.

Goals are imaginary.

You're lying to yourself if you exactly what you want out of life.

You need direction, but your focus is better invested in the lever-moving actions that propel you toward failures you can pivot from.",105,3,87,715,46295,97,0.015444432444108435
851,"A pattern I've noticed in successful people:

They don't trust college with their future.

They don't trust society with their future.

They don't trust anyone but themselves with their future.

They use jobs, skills, courses, and other resources as tools to create their vision.",148,20,421,2325,150843,274,0.015413376822258905
1216,"If you're lost, learn.

When you have direction, act.

Make mistakes. Be embarrassed. Create a giant mess so you have something to improve. And when you feel lost, repeat the process.

You don't need a mentor, you need experience.",122,23,527,2268,147181,267,0.015409597706225667
489,"If you feel lost, good.

You lack direction. And now you have the opportunity to create a new aim for your life. It will take time, reflection, and filtering the thoughts that cloud your mind.

When you spot a new potential for your life, attack it full force.",120,11,445,2009,130646,317,0.015377432144880058
562,You cannot reach level 2 with the character that got you to level 1. Growth requires change and most people never realize there is always a higher level by design. You grow or settle. You evolve or die.,133,16,590,2751,179017,335,0.015367255623767576
873,"Swap soda for water.

Swap porn for the gym.

Swap scrolling for learning.

Swap video games for building a business.

Enjoy life, but don't overdo it.

The dopamine sources you choose will determine the heaven or hell you live in.",131,6,227,1737,113168,260,0.015348861869079598
1019,"The gym, long walks, and a personal project that you can pour your heart into will solve most of your problems.",228,48,716,4681,305089,439,0.015343063827276631
590,"People still don't realize how revolutionary social media was.

Communication was local.
Information was local.
Business was local.

Centuries of geographic restriction changed in the blink of an eye.

You can either be a slave to an app on your phone or let it change your life.",100,11,138,984,64134,90,0.015342875853681355
685,"Success is about letting go.

Let go of the excessive partying, cheap entertainment, mindless distractions, and everything else that feels good for an hour but bad for a week.

When you have a big meaningful goal, achieving it is as simple as sacrificing what stands in the way.",129,14,411,1936,126202,314,0.015340486
335,"Be confident in your ideas.

Write with conviction.

If you don’t, you lose all potential impact.

And you don’t give yourself a chance to be proven wrong.

Without confidence, you won’t receive the feedback that is absolutely necessary to improve at what you do.",135,10,172,1490,97206,227,0.015328271917371355
319,"The internet favors the responsible.

The people who protect their mind from distractions. The people who act on the abundance of opportunities. The people who prioritize their education and skill acquisition.

The internet removes your dependence on schools and employment.",130,11,193,1306,85333,180,0.015304747
924,"Creating a clear plan will solve 75% of your procrastination issues.

Not being a little bitch will solve the other 25%.",156,16,307,1917,125283,198,0.015301357726108092
187,"How to control your income:

- Create a product
- Put it in front of people
- Improve the quality of both

How to have your income controlled:

- Be assigned a product
- Let your employer find people
- Have zero control of either",107,3,137,1267,82832,400,0.015296021
995,The best business to start is the one you can see yourself building for the rest of your life.,145,13,202,1495,97839,96,0.015280205235131185
578,"""I don't know what to write.""

Document your journey.

""I don't know what to document.""

There's the problem.

If you want a life worth following you need a life worth documenting.",140,10,182,1638,107239,290,0.015274293866970039
522,"Focus, awareness, attention, consciousness, mind.

All are the root of who you are.

All are the keys to success in every domain of life.

All, if not understood, lead to chaos and destruction.

Dedicate your life to understanding these things.",81,8,206,967,63347,148,0.015265126998910762
771,"Successful people rarely work longer hours than the average person.

The difference is that they've built themselves into the position of working on tasks that generate more results.

You can't do this if you are always working on low-level tasks that are assigned to you.",157,8,168,1280,83898,172,0.015256621135187966
443,"At the start, you create to make money. In the end, you make money to create.",153,14,186,1759,115324,107,0.015252679407582117
476,"“Go build a real business, then grow a following.”

No. Why would you neglect the highest leverage traffic source for a real business just to struggle and finally realize that a social media brand is your greatest asset?",119,4,56,745,48880,94,0.015241407528641572
747,"Fill your day with activities that get you out of your head and into reality.

Exhaust your body in the gym. Replenish it with food and rest.

Exhaust your mind in your work. Replenish it with learning and being.

Fulfillment is not found in remaining static.",98,11,336,1492,97912,204,0.015238173053354032
986,"You need a goal.

You need a project.

You need something to invest energy into.

Like when you buy an expensive item and feel like you need to use it.

When you invest enough energy into a goal, you will feel obligated to achieve it.",134,11,304,1891,124216,215,0.015223481677078637
446,"Most people are overwhelmed with “problems” because they don’t have a direction for their life. Prioritized goals help you filter the important problems from the meaningless ones. It is much easier, and fulfilling, to solve a select few problems that propel you forward.",130,8,271,1690,111024,258,0.015221933996253063
393,"Your mind needs to recover too.

Go on a long walk. Take a nap. Self-reflect. Put your thoughts on paper and organize them. Read books that pique your curiosity.

You wouldn't train in the gym for 40+ hours a week. Because it's obvious that you won't build size or strength.",127,5,207,1433,94178,181,0.015215867824757374
629,You aren't afraid of failure. You’re afraid of replacing the mediocre habits and routines that your brain loves so much. You’re afraid of taking the first step into the unknown (and never coming back to the life that keeps you the same).,167,32,653,3183,209208,568,0.015214523345187565
374,"If you were successful at everything you wouldn’t learn anything. You wouldn’t know why you succeeded. You wouldn’t be able to replicate it. You wouldn’t have anything to improve or work toward. You wouldn’t have meaning behind your actions.

Fail more. And do it willingly.",134,17,183,1104,72578,112,0.015211221
345,"Having a goal isn’t enough.

It’s necessary, but you need something to run away from.

Something that scares you to death and makes you actually execute on achieving the goal.

You have enough motivation. You don’t have the fear of a mediocre life coursing through your veins.",211,14,267,1731,113846,336,0.015204750276689563
400,"How to be more productive than 99% of people:

Do something that 99% of people wouldn't do.

Throw away everything and move. Invest your life's savings in a new business.

Force yourself to break out of your mindless bubble of comfort and act.",196,14,206,1524,100347,196,0.015187300068761398
177,"The only change that lasts is identity change.

Most people try to form new habits or set new goals, but they aren't the person that would have those habits or achieve those goals.

If your psyche is like a house, you can't just hang up a new picture to hide the hole in the wall.",164,14,196,1392,91665,323,0.015185730649648175
772,"If you perform the same mechanical step-by-step actions every day you are asking to be replaced.

Creativity is difficult and uncertain, but certainty is what got you into this mess.",95,2,70,666,43859,58,0.015185024738366127
1017,"Surround yourself with people that make you feel stupid for not acting on your dreams. Not because they tell you anything, but because they make it seem easy.",138,12,215,1602,105514,88,0.015182819341509184
834,"The best businesses change lives.

And transformations make a winning product.

Stop trying to solve imaginary problems.

Solve your problems.
Change your own life.
Package up the method.
Slap a price tag on it.

You're less likely to fail if you solve real, meaningful problems.",112,5,92,762,50203,118,0.015178375794275242
375,"It’s funny that people easily think that something is “too good to be true,” so they avoid taking the risk. But those same people don’t easily think something is “too bad to be true,” so they latch on to it and it slowly ruins their lives.",117,5,109,831,54769,82,0.015172816739396374
305,"Without failure, improvement is literally impossible.

Without improvement, you don’t have an aim for your life.

Without an aim for your life, everything becomes meaningless.

Becoming a better person is how you live with purpose.",176,14,240,1486,97959,228,0.015169611776355413
790,"There is a specific amount of pressure that you are your best at. For some it’s more, for others it’s less.

Work is productive. Life is meaningful. Days are fulfilling.

Once you find the amount of pressure you thrive under, eliminate anything that threatens that optimal state.",72,4,80,614,40502,47,0.015159745
864,The quickest fix is the longest path.,118,12,155,1002,66145,41,0.015148537304406984
539,"Completing 1-3 priority tasks in the first 4 hours of the day, every day, for years, aimed toward your ideal future, will get you far ahead of those working all day on scattered tasks to the point of burnout.",106,21,604,3498,231034,966,0.015140629
1029,The sooner you start the sooner you can start sucking less.,182,23,241,1976,130560,117,0.015134803921568627
632,"A pattern Ive noticed in successful creatives:

They all have an activity they do every day in isolation.

Walking
Hiking
Riding
The gym
Sun bathing

Free therapy.

A place where they can distract their body, study their mind, and catch ideas that would have normally been missed.",127,15,192,1498,99124,202,0.015112384488115894
863,You don't need a day off when your work is what you'd be doing on your day off.,135,13,135,1229,81338,46,0.015109788782610835
880,The secret to self-confidence is to become a fountainhead of value through education and creation. You don't have to question your worth when you have public proof.,92,3,130,846,55995,104,0.015108491829627646
775,The first step to solving a problem is understanding its source. The second is experimenting with perspectives and techniques that get you results. The third is working that habit into your life to keep the suffering from getting out of hand again.,93,6,137,843,55810,112,0.01510482
623,"You need 3 activities:

One that makes you money.
One that brings you peace.
One that keeps you fit.

There’s a million different options for each.

The fun part is experimenting with them all, choosing the one you enjoy, and creating a sustainable lifestyle over the next decade.",138,16,380,2044,135391,402,0.015097015311209756
763,"Just a reminder that you are here, not the place your mind thinks you are.

The feeling of the floor on your feet. Water on your hands. Breath filling your lungs. Silence behind the distractions.

Don't miss it.",83,7,114,819,54321,49,0.015077042027944994
269,"There is nothing more niched down (and attractive to people you can actually help) than the complex combination of traits, interests, experiences, drives, skills, values, and perspectives that compose your personality.

You are the most profitable niche.",111,11,181,1654,109708,407,0.015076385
172,"You can tell a lot about a person by identifying the goals their mind operates on to create their words and actions.

You quickly find that most people base the outcome of their lives on being miserable, depressed, and risk-averse – because they were programmed to be.",127,6,103,925,61403,162,0.015064410533687279
459,"Most people are an emotional light switch.

If someone says something they like, they switch on. If someone says something they don't like, they switch off. This screams that they lack confidence in their own beliefs.

Emotional self-reliance is the key to an unbothered life.",146,17,323,1994,132369,249,0.015063950018508866
550,"“You’ve been working so hard, you need a break.”

I don’t think you understand.

Yes, this is the hardest thing I’ve done in my life, but I don’t want to be doing anything else.

Work is play when you’d rather be “working” than sipping coconuts in the beach.",124,4,124,1122,74536,118,0.015053128689492325
212,"18 hours of sitting complete.

The Art Of Focus audiobook is off to be edited.

I tried to keep the voice silky smooth for everyone who comments they want ASMR videos. https://t.co/k0IvJGiqaf",109,1,20,862,57305,26,0.015042317424308525
232,"Business is the vessel for value exchange. You already have a business, you just haven't packaged up the skills, interests, and experience that are obviously valuable (or else you wouldn't have acquired them) in a way that others can access and pay for.",78,2,102,769,51137,150,0.015038035082230087
521,"If you ""aren't interested in anything"" you're going to have to dig a bit deeper.

There is something out there that will interest you to the point of obsession.

You may have to go through hundreds of books, videos, posts, or conversations to find it - but it's out there.",143,12,218,1643,109265,217,0.015036837
473,Technology allows us to do what used to take a century of work in an hour. Technology will allow us to do what takes a century of work in an hour - but at an exponential rate.,83,2,50,571,38004,14,0.015024734
321,"Responsibility provides direction.

Take control of your body.
Take control of your mind.
Take control of your money.

Ignore everything that others tell you is important, but isn't to you.

The good life is reserved for those with the highest levels of personal responsibility.",147,11,339,1759,117155,271,0.015014297
568,"Awareness begets ideas.

Ideas beget building.

Building begets awareness.

Building is the only way to learn that avoids mental masturbation.

You won’t have good ideas to build unless you start. You won’t have better ideas to build unless you persist. This is why most fail.",78,2,70,649,43240,84,0.015009250693802035
360,"Write through your problems.

Dissect negative thoughts. Give yourself advice. Experiment with solutions. Note ideas you find. Document your failures and successes.

Then, organize and post it in public.

This is a quick way to better yourself and bring others along with you.",113,8,162,1155,77211,341,0.014959008431441117
324,If you understand entropy you understand that by doing nothing with your life you choose to slowly drown in chaos. You don’t stay the same. You dig yourself deeper into a hole without trying. The good life demands consistent effort toward your own goals.,193,25,593,3393,227205,639,0.014933650227767875
803,"Chase your passion, but realize that passion is an impermanent state of mind that requires constant upkeep by setting, pursuing, and achieving challenging goals.

Unhappiness is when you expect good things to stay as they are forever.",61,2,84,648,43392,58,0.014933628318584071
1063,"The harsh reality is that nobody cares.

They don’t care about your ideas.
They don’t care about your goals.
They don’t care about your success.

Even if they do care, they don’t care enough to do it for you.

Stop fishing for the opinions of others and start valuing your own.",177,23,507,2619,175540,274,0.014919676427025179
601,If you can monetize intelligence in a market that overvalues extreme appearances you won't have to sacrifice your health to get rich.,69,5,138,937,62813,95,0.014917294
15,"Keep expecting everything to fall into your lap.

Keep denying your responsibility to control the direction of your life.

Keep getting offended at menial things because that's your only source of entertainment.

It will take you very far.

In the wrong direction.",168,13,188,1294,86819,251,0.014904571579953696
166,"Build a product that you would buy, use, and benefit from.

Write the words that you would stop, read, and act on.

When you are the niche, you get to skip ahead of most failing businesses that target people &amp; problems they don’t have experience with.",99,4,201,1445,97055,433,0.014888465
395,Everything is a distraction until you laser in on a meaningful goal that allows your mind to filter them out and leave the few things that are important.,128,9,226,1464,98447,156,0.014870945788089023
744,There’s no use in dwelling on a problem that you know can’t be solved right now.,108,3,65,598,40218,25,0.014868964145407528
162,"If your job is to target a specific person, and you are a specific person, there are others similar to you who are happy to pay you for the value you’ve developed because they didn’t have the time to do the same.",101,4,73,769,51724,122,0.014867373
204,"Content = information (foundation of life)

Creation = to bring into existence

Everyone is a content creator. Some just choose to do it with intention, and get paid to do so, in a place called the internet where physical boundaries don’t limit your reach and potential.",85,2,67,666,44842,141,0.014852147540252441
917,"The harsh truth that nobody wants to hear (and everybody will search for endless tactics to avoid):

You get better at something by doing it.

Sales, social skills, writing, anything.

You suck at it because will do everything but that.",140,11,238,1577,106184,177,0.014851578392224818
463,"Patterns I've noticed in unhappy people:

- They care about fitting in
- They lack vision for the future
- They expect too much from others
- They neglect lifelong self-education
- They unknowingly prioritize negative thoughts

They don't realize that happiness is an inside job.",207,34,902,4708,317729,1087,0.014817659074242515
1245,"Reject the quick fix.

Pursue your life's work, not the latest cash grab. Invest in your education, not an overpriced status symbol. Become obsessed with life, not a screen.

Focus is a lost art in a distracted world.",70,12,178,991,66914,107,0.014810054697073857
1194,"Be honest with yourself.

Real change requires a change in identity. A change in identity requires being absolutely fed up with who you are. Being fed up with who you are requires you to stop distracting yourself from what matters.

The world prefers that you don’t change.",165,22,468,2278,153951,272,0.014796915901812915
678,"Your mind is a car that you drive through life.

So study psychology, epistemology, metaphysics, spirituality, emotional intelligence, and human nature.

If you don't understand the mind, your business, career, social life, and health will suffer without you knowing.",97,8,207,1147,77631,241,0.014775025440867695
921,"You need a list of daily non-negotiables.

Tasks that get done even if you don't feel like doing them.

- Training
- Focused work
- Making money
- Calming the mind
- Doing good by others

The sooner you get past the sticking point the sooner you see consistent results.",90,8,255,1533,103789,294,0.014770351385985028
1187,"Set a goal.
Find a problem.
Learn how to solve it.
Document how you solved it.
Distill into a replicable process.
Give it to others that want to be helped.

Do it offline and it's called growth.
Do it online and it's called business.",100,12,403,2170,146972,484,0.014764717088969327
1192,"If you don’t have value, learn.

If you have value, but nobody can see it, build.

If you have value, and a crowd starving for more, sell.

Learn, build, and sell until you create the freedom that makes you unemployable.",113,22,691,3034,205736,520,0.014747054477582922
652,"Zoom out.

Remember your vision. Remember your goals. Remember your values. Remember when you started, but quit because you didn't see immediate results. Remember the person you want to become.

Your future self doesn't care if you feel like doing it or not.",104,14,333,1707,115989,267,0.014716912810697567
1220,"Most people don’t need motivation, they need clarity.

Become a mad scientist. Fill a notebook with your ambitions, goals, and the exact steps you are going to take. Refine it with time, because perfection isn’t human.

A plan creates clarity.

Clarity creates action.",169,29,523,2495,169544,391,0.014715943943755014
883,"If you're bored, build.

If you get anxious, focus.

You're bored because you have nothing meaningful to build.

You're anxious because you're focused on the building, not the brick.",106,9,381,2014,136951,334,0.014705989733554336
988,"The most interesting people are the ones who realize that struggle, difficulty, and discomfort are interpretations. 

They know they can push twice as far as their mind says they can. And when they do, life offers a lesson that isn't available to the average individual.",72,5,155,912,62018,115,0.014705408
367,"Life becomes meaningful when:

1) You stop playing the victim (because everyone is a victim of life, get over it).

2) You align every possible action with becoming a better person (and be open to making mistakes, because you will).",173,18,393,2406,163868,346,0.014682549
325,"There are two options in any situation:

1) Lean into the challenge and grow as a person.

2) Convince yourself to stay the same by doing what you’ve always done.

The ramifications of comfort are so much worse than the risk of giving yourself a chance.",149,10,272,1550,105592,251,0.014679142359269641
786,"You need something to build.

Otherwise, you aren't actually learning.

By having a project you:

- Can learn through the lens of the project

- Encounter problems and study a specific solution

- Make tangible progress and improve your real world skill set

Avoid tutorial hell.",124,7,156,1055,71908,165,0.014671524726038828
767,"You don't find answers in questions. You ask the question to allow yourself to find the answer. Then, the answer is found in the failure, struggle, and hardship that comes from pushing forward without certainty.",84,3,105,609,41558,55,0.014654218201068386
697,"Lean mind, lean body, lean business.

Chosen responsibilities, chosen goals, chosen lifestyle.

This is the way in a society that thrives off of you being burdened by the responsibilities they outsource to you.

Don't be a multidimensionally overweight cog in the machine.",45,5,90,695,47441,92,0.014649776
901,"Overwhelm demands change.

Don't hesitate to cut everything out and see what sticks. Eliminate the noise so you can see the signal. And once you do, focus like your life depends on it.

Clarity is the prerequisite to progress and 95% of people don't have it.",91,4,113,735,50172,75,0.014649605
1059,"Time is relative, and mornings are sacred.

1 hour of work in the quiet morning is the same as 3 hours of work in the distracting afternoon.",160,6,156,1625,111067,99,0.014630808430947086
662,"Situations can only be viewed by the level of development someone is at.

This is why so many are bitter, offended, and angry. 

They stop learning and growing after childhood.

You miss out on the depth of life when you choose an early death.",106,3,116,791,54088,78,0.014624315929596213
545,"I've learned more about business from studying myself, metaphysics, epistemology, mechanics, and psychology than I have from reading business books.",124,10,114,1187,81222,174,0.014614267
973,"Set goals.
Act with intention.
Question who you are.
Let people challenge your beliefs.
And never remain stagnant for too long.

If you aren't working toward your ideal future, you are working toward someone else's.",99,4,233,1301,89044,150,0.014610754
399,"Most people dwell on their regrets as if they can change them.

You can't. Regret is a necessary part of life.

You have two options: view them as ugly stains that make life worse, or view them as cracks that can be sealed with better future decisions.",198,15,275,1509,103292,180,0.014609069434225304
564,"If you have to do things you don't want to do, and aren't doing what you need to do so you can do what you want to do, you will continue doing what you don't want to do.",116,12,225,1427,97785,187,0.014593240272025361
430,Self-development is a gateway drug into entrepreneurship because you realize that improving others is the next level of improving yourself.,220,22,398,2113,144813,177,0.014591231450215104
781,"Success has and always will favor the individual that takes it upon themselves to self-educate, acquire and adapt timeless skills, and become a fountainhead of value.",111,12,205,1197,82052,132,0.014588309852288792
733,Authenticity begins when you realize that most of what you say and do are regurgitated opinions and actions of other people that you did not question.,108,11,102,801,54939,57,0.014579806694697755
1053,"If you aren't tired when you go to bed and excited when you wake up, you need intensity and goals.",152,20,417,2830,194221,207,0.014571029909227118
236,The greatest threat to a young person's potential is getting tied down too early with long-term responsibilities because society said they should.,220,40,524,3533,242520,507,0.014567870691077024
119,"The brands with the most loyalty separate themselves with narrative.

Rolex, Porsche, Bitcoin, The Government.

They give people a story to identify with and find security in. They allow people to form tribes and strengthen that identity and security, for better or worse.",104,3,57,652,44758,131,0.014567228205013629
552,"My edge is that I'm quick to cut things out.

Video games, Netflix, recreational drugs, alcohol, late nights, etc.

I won't be the guy that tells you not to do these things or else I'd be a hypocrite.

But if any of them get in the way of my goals, they're out. Gone. No question.",123,14,193,1367,93860,182,0.014564244619646281
755,Always consult your ideal lifestyle before making an important decision.,151,16,202,1439,98828,140,0.014560650827700652
542,Good decision making boils down to cutting through what others project on you and tuning in to your gut. The definition of authenticity.,77,4,74,689,47382,48,0.014541387
844,"You become what you consume, so consume in accordance with who you want to become.",155,32,542,2412,166009,145,0.014529333
690,"Build your mind with books, self-reflection, and writing.

Build your body with the gym, long walks, and nutrient-dense foods.

Build your business with skill acquisition, problem-solving, and self-promotion.

Becoming multidimensionally jacked is the path to the good life.",101,16,314,1584,109137,363,0.014513868
1033,"The easiest way to write impactful content is to write to yourself. You’re experiencing something that others are going through. Educate yourself, give yourself advice, and solve your problems by writing through them. Others will benefit.",115,11,199,1454,100233,239,0.014506201
913,"How to ""make the most"" of your 20s:

- Prioritize your health
- Become educated and articulate
- Build a business that generates an independent income

Don't listen to people that tell you to take it easy.

They are projecting their fear and failures on you.",144,10,180,1230,84797,155,0.01450523
735,"A relief is temporary.
A cure is permanent.

A relief is pleasurable.
A cure is painful.

A relief is external.
A cure is internal.

The masses are stuck in life because they are addicted to relief.

The successful make progress because they are obsessed with truth.",103,8,144,954,65856,119,0.014486151603498542
871,"Life enjoyment is a choice that you make at every moment, but the results may not show up for a few weeks, months, or years.",85,3,61,603,41634,23,0.014483354950281021
426,"The sooner you realize that marketing and sales are not optional for building your own thing, the sooner you start seeing results. Ignore the manipulative people that say those skills are inherently and always manipulative.",97,4,64,653,45106,79,0.014477009710459806
1247,A small problem becomes a big when your mind isn’t open enough to see a solution. Your attention shrinks and the problem “grows.”,80,5,122,833,57558,54,0.014472358316828244
878,Everyone is an entrepreneur. Some just get paid for the problems they solve.,80,2,94,733,50661,32,0.014468723475651882
620,"Everyone grows up in an environment where they have the similar opportunities as everyone else.

Some move away and make it big.

Others don’t and stay the same.

Rich or poor, doesn’t matter.

Some do great some don’t.

The difference lies in the decisions of the individual.",105,5,86,726,50256,55,0.014446036
529,"If giving people what they want but don't know how to get is how you make a living outside of the conventional path, then knowledge, earned knowledge, is how you get rich.",56,8,63,627,43409,74,0.014444009306825774
63,"Strength is the measure of your ability to tolerate stress. If you want a better life, build the strength of your mind, body, and character. With enough training, little will phase you, and negativity won’t rule you.",143,6,264,1612,111649,289,0.014438105
1048,"Every book, course, or teaching should start with the reminder to think for yourself, create a vision for your future, and implement the lessons toward your own goals.",131,6,133,1167,80841,105,0.014435744238690764
169,"The simplest productivity system that I always find myself going back to (after overcomplicating everything):

1) Big meaningful vision.

2) Deconstruct that vision into practical goals.

3) Set 2-4 lever-moving tasks to knock out before most people wake up.

Never fails.",121,7,144,1299,89999,535,0.014433493705485616
416,Each status symbol you acquire is a representation of a hole in your mind that can be filled with inner work.,107,1,113,1021,70753,85,0.014430483513066583
903,Ideas are energy transfer and people will identify with the ones that make them feel anything but average.,64,6,63,587,40683,32,0.014428631123565126
809,"If you're bored, build.

If you've built, sell.

If you're selling, persist.

If you aren't, improve.

The money game is simple:

Start, iterate, and block out the distractions that society desperately projects on you.",94,13,240,1367,94819,272,0.014416942
935,Execution. That’s it. That’s the difference between you and what you want. Any and all thoughts that come to mind right now mean nothing. You can move your body in a way that gets a specific result regardless of if you want to or not. Don’t disappoint your future self.,112,18,386,1876,130217,318,0.014406721
757,"Most successful people live with a little paranoid voice in the back of their mind.

This isn't bad.

It's how animals survive in the jungle.

Always looking over their shoulder to make sure they don't get eaten alive by the constant dangers of life.",102,1,70,637,44263,54,0.014391252
993,"Give yourself permission.

Start the business even when you’re bound to fail. Cut the ties even when it’s the safest option. Take the leap even when nobody else would dare.

What most people label as crazy hints at the only path where you don’t end up like everyone else.",116,6,138,914,63548,93,0.014382828727890729
665,"Focus is a muscle.

Start with 4 sets of 20 minutes.

Rest between sets.

Progressive overload still applies to mental lifting.

When you get stronger, add more weight.

Increase to 4 sets of 45 minutes.

Train your focus to hit your ideal financial physique in record time.",154,11,335,2139,148857,569,0.014369495556137769
718,"No action is right or wrong, but can be seen as investments toward figuring out what you do and don’t want out of life.",89,1,62,556,38700,39,0.014366925064599483
1173,"Bring intensity to your mornings.

Give yourself a reason to get up.

1. Set a goal
2. Set 2-3 priority tasks
3. Knock them out before 10am

The secret:

Make your goals, tasks, and deadlines as meaningful as possible.",146,11,306,1730,120484,246,0.014358753029447894
1042,"If you don't choose a struggle, you will be assigned one.",221,51,726,3580,249449,240,0.014351630994712346
31,"Focus determines your quality of life.

Imagine a spreadsheet that displayed where your attention has been spent (or invested).

It would make sense why many people feel overwhelmed, anxious, and out of control.

8 more perspective shifts to reclaim your focus:",68,4,237,1620,112901,1110,0.014348854
998,"You won't be happy sipping frilly coconut drinks on the beach. Maybe for a bit, but not for life. Rest is only meaningful when contrasted with work. The secret is to create work that you find meaningful, not eliminate work from your life.",186,21,308,1882,131167,150,0.014348121097532154
868,Skills not learned in school are the source of income not found at a job.,140,15,282,1723,120112,94,0.014344944718262954
