,tweetText,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,like_to_view_ratio
2771,"Average marketers see funnels as a succession of landing pages and emails.

Great marketers see funnels as a sequence of emotional triggers.",14,1,3,47,4648,5,0.010111876075731498
2383,"Mediocre clients can destroy you.

They’ll hate you for raising you prices.

Or worse...

They’ll drain all your time.

Never work with them.",6,0,3,32,3165,2,0.010110584518167456
736,"Starting a business is actually free.

Let me show you.

All you need are a few apps:
• Carrd to build your website.
• ClickUp to manage your tasks.
• Google Docs to manage your docs.
• Stripe and Paypal to get paid massively.

Start small.",7,0,2,27,2671,15,0.010108573567952079
1060,Your ancestors fought wars and beasts. You? You cry about setting up a sales funnel.,9,0,1,41,4058,3,0.010103499260719566
2229,"Modern society is built on the myth of:

• The 9-5 job
• Ladder climbing
• Working for retirement

Solopreneurship shatters that illusion. It's about:

• Freedom and flexibility 
• Passion-driven work
• Genuine impact

The age of the 9-5 is dead.",10,0,6,49,4857,9,0.010088532015647519
2653,"The fastest way to lose money on Twitter is to:

- Over-edit your tweets
- Waste time on making a pretty logo
- Post platitudes thinking they’ll make your account grow

Skip the nonsense.",10,1,2,45,4462,2,0.010085163603765128
2844,"Stick to the fundamentals:

- Tweet every day
- DM 50+ people a day
- Post 2 threads/week
- Collect emails

It is impossible not to make money on Twitter if you do this.",23,0,4,93,9227,34,0.010079115638885878
3033,"Selling something online? 

Use this copywriting formula:

“Before - After - Bridge”

Before → Life with the pain points

After → Life after solving the pain points

Bridge → The “how” - aka, your product",11,1,7,65,6449,35,0.010079082
2115,"You’ve got 8 more months to:

Quit the cubicle
Ditch the office politics
Embrace your freedom

Corporate life? No more.

8 months of hard work.

Solopreneurship? 
Yes, please.",8,0,0,27,2680,2,0.010074626865671642
2866,Toxic followers ruin your happiness. They'll make you feel like garbage for not validating their toxicity. Just block them.,7,0,8,46,4566,3,0.010074463425317565
1220,"Old-school beats complex tech. A simple application form and limited spots will stir up FOMO.

Make people work to work with you. In fact, make them beg.",7,0,0,19,1886,0,0.010074231
2801,"The key is to sales is to be calm

Clients can sense desperation miles away",23,1,4,92,9134,4,0.010072257499452595
942,"Some Twiteratti ghostwriter charges $5K/month for writing ""top 10 books.""

Friend, don't let them out-charge you.

Raise your prices.",5,0,1,21,2086,0,0.010067114093959731
888,"If your vibe doesn't resonate with the client, drop them.

No need to waste your time.",23,2,3,60,5968,3,0.010053619302949061
329,How I slide into your DMs with offer you can’t refuse https://t.co/qbxmuXvO3R,8,0,2,33,3283,7,0.010051781906792567
1898,"Posting testimonials = easy cash

Call up past clients
Ask for feedback
Share it proud and clear",4,0,2,22,2189,5,0.010050251256281407
829,"Listen:
You lack the resources…
You lack the systems…
You lack the time…

To manage 10 clients.

Rapid growth will strangle businesses.

Build the systems first.",9,0,0,26,2588,1,0.010046367851622875
2377,"A quick reminder:

STOP drowning your clients in features.

START connecting the dots for them.

Show them the VALUE of your services, and you'll see your sales calls turn into conversions.",7,0,2,22,2190,0,0.010045662
3138,"Price a live workshop at $100.

Sell it to 50 people.

Promise to close enrollment on a specific day.

And also say you'll raise the price.

Have fun making money!",2,1,3,57,5676,17,0.010042283
622,"Yes, posting more content WILL, in fact, make you more money.

I can't believe I thought otherwise.

I was stupid.

But I saw the light.",9,0,1,21,2092,3,0.010038240917782026
2886,"You don't need to spend hours in seminars. You don't need to buy more books on marketing. 

You don't need to follow trends. Marketing is about telling stories and connecting with your audience - so focus on that and watch your success grow!",11,0,6,49,4882,3,0.010036870135190496
2590,"Novelty is irresistible.

Novelty doesn’t always mean new

But it always means different

In my case, my story of how social helped me grow isn’t new, per say

However

The fact that I used Google Translate to get the English right when I started, gave my story a sense of novelty",9,0,2,34,3388,6,0.010035419126328217
1062,"Turned my life from $2k/mo to making what I earned in a year in days.

How? Because of marketing, sales, and copywriting.",17,0,3,43,4286,7,0.010032664489034065
1966,"Web design, graphic design, copywriting—you name it, I've done it. 

And when I finally embraced monetization, everything flourished. 

My first $100 day? Oct. 30, 2018. 

Keep pushing.",3,0,2,29,2891,3,0.010031131096506399
1087,"People these days, man. So scared of taking risks. They'd rather stick to the same old boring routine than go out there and actually make a real impact.",18,0,9,62,6182,3,0.010029116790682626
465,"I started my online business in 2018.

I designed Twitter banners for $35.

Took me 30 minutes to plan and design the banner.

Now?

I can close a $10,000 deal in 30 minutes.

All from my tiny Caribbean country and choppy English accent.

You too can.",11,0,2,52,5186,4,0.010026995757809487
2756,"If you're struggling with your email CTA, steal these:

- Now, go to &gt;
- Then look at &gt;
- I show you how here &gt;
- To see how I solved that &gt;
- You can enroll before mm/dd at hh:mm &gt;
- There are many options, only this worked for me &gt;",4,0,1,31,3094,11,0.010019392
1030,"People suck at writing because they prioritize grammar over emotions.

Grammar? Overrated.

Make people FEEL, not just read.",13,0,1,44,4392,3,0.010018214936247723
949,"Get my 7-Pillar Productivity System guide for free.

- Work 2-4 hours a day
- Get shyt done once an for all
- Learn the mathematical way to craft the perfect goal

Like + Reply ""goals""
(I'll auto-DM the link) https://t.co/9i1p3URgcY",176,0,14,195,19474,12,0.010013351134846462
1639,"Childless people talk about how to raise kids properly.

Unmarried people talk about how to have a better marriage.

People without a business sell courses about growing a business.

If you get beaten by these people, you truly deserved to lose.",8,0,26,144,14386,8,0.010009732
1836,"Years ago I got bored with Twitter.

Thought it couldn't bring $$$.

I quit. But I came back stronger.

Made my first $100 in one day.

Then my first $1000 day.

Then my first $10,000 day.

Then my first $100,000 month.",16,1,1,49,4899,2,0.010002041232904674
1965,"Testimonials are gold. If you've got them, show them.",5,0,4,29,2901,1,0.009996553
1689,Premature death of a chicken https://t.co/oK0szVauny,8,1,3,65,6508,0,0.009987707
2775,"Be intentional with the way you want people to perceive your brand.

If you want to be perceived as an...

Expert: show what you know

Wise advisor: share your life experiences

Relatable bro: crack some jokes and raw opinions",17,0,2,43,4306,6,0.009986066
1003,"You think writing is hard?

Try editing.",16,0,1,27,2704,2,0.009985207
3109,"5 simple marketing hacks that can 5x your revenue:

1. Create scarcity 
2. Add social proof
3. Reciprocate with a free bonus
4. Use the decoy effect for pricing
5. Offer limited-time benefits for early birds.",11,0,4,45,4507,10,0.009984469
1657,"Before newsletter:
No trust
Tons hesitation
Lack of competence proving

After launching newsletter
Established trust
Eliminated hesitation
Showcased value
Increased sales

Start a newsletter:

I promise you'll witness a surge in online sales.",9,1,1,43,4310,10,0.009976798
1180,Chasing those big dreams will not be easy. You gotta be ready to sacrifice that comfy little zone you're lounging in. And your old beliefs? They’ve gotta be eliminated for good.,11,0,8,32,3208,3,0.009975062
2575,The kids are having fun 🤣🤣😂 https://t.co/y0Enwd6HeV,3,0,0,41,4113,0,0.009968393
2674,"Imagine someone with the potential to succeed but who just waits for the perfect opportunity, the perfect conditions, and the perfect time to start.

Yeah... they deserve to be broke.",18,0,4,44,4415,1,0.009966025
3160,"Many people start a business seeking for freedom.

Then they end up feeling like they're back at their 9-5 job.

If this is you, then start selling info

Not time.",8,0,2,45,4516,4,0.00996457
2914,"The secret to making money with social is to build rapport with your followers in the DMs.

So here's your new funnel:
Content → CTA → DMs → Call → Close",2,0,4,41,4116,9,0.009961127
2968,"Make money first – build spiritually later

Many talented people stay broke because some guru told them to find self-fulfillment first.

It’s easier to focus on the metaphysical when you don’t have to worry about the repo-man paying you a visit.",15,1,11,92,9244,7,0.009952402
936,"Do the hard work once.

That’s the key to online biz growth

Set up your funnels once
Optimize slowly 

Set up your email automation once
Optimize slowly

Create the damn SOP once
Optimize slowly 

If you’re feeling suicidal about doing something, that means it’s one of those hard thing that will pay off highly

Do the hard work once, enjoy the results forever .",4,0,1,20,2010,6,0.009950249
174,"I don’t believe in vision boards

But I do believe in making your passwords your goals

Imagine typing in your goal every day and not reaching it

Impossible",14,1,5,57,5734,12,0.009940705
1731,"You're NOT Justin Welsh or Dan Koe.

They're outliers.

Put in the work.",4,0,0,36,3627,3,0.009925558
625,"Posting content without a monetization strategy is a DEATH SENTENCE.

You'll hate yourself after a few months of posting.

Then you'll QUIT.

Look…

You want to monetize your socials.
Right?

So why not go for the kill right now?

Don't wait 3 to 6 months.",14,0,3,30,3023,5,0.009923917
643,"Consistency is a struggle for many creators.

Doing the same things repeatedly can be hard.

But you’ve gotta:

• Do the boring work
• Do it every day
• Stay patient

It's about daily achievements.

It’s the only way forward.",8,0,3,26,2621,3,0.009919878
687,"Self-promotion is mandatory.

It's not just about being boastful.

Worst case: People ignore.

Best case: You attract more clients.

Staying silent? That's the real risk.",12,0,2,22,2218,2,0.009918846
800,"Huge, extraordinary stories aren't what sell.

People only crave stories they see themselves in.
Basic human tales are the real gold mines.",6,0,1,21,2118,4,0.009915014
2046,"Marketing ain't no joke:

Captivating words
Irresistible deals
Audiences begging for more

Master that shit &amp; watch your cash flow explode",5,0,2,24,2422,0,0.009909166
1823,"my 7-yo: ""I don't do my reading assignments because I read the books before they assign it to me.""

then does this weird pose, dunno how to react 😂 https://t.co/McgUortlGi",9,0,1,33,3333,0,0.00990099
2016,"Marketing can SUCK.

You create, strategize, and grind NON-STOP

And all you want is an explosion in revenue

FACT: It takes time… a lot of damn time.

Keep pushing &amp; make every effort COUNT.",3,0,3,19,1919,1,0.00990099
1132,"If your desk is always clean, you are an unproductive sociopath. No busy person has a clean desk.",13,2,2,29,2930,0,0.009897611
2957,"It's simple:

Always down sell on your sales calls.

Here's how it looks on practice:

Offer 1:1 coaching for $15K–$20K

Got a no?
Offer group coaching for $6K–$10K

Got a no?
Offer a one hour call for $500–$1000",2,0,1,28,2829,8,0.00989749
877,"Get my Irresistible Sales Pages guide for free.

- Turn readers into buyers
- (Template) Perfect Sales Page
- 10 ingredients of a persuasive sales page
- (Video) How to use the Perfect Sales Page template

Like + Reply ""send""
(I'll auto-DM the link) https://t.co/WwWoRkLs7i",20,0,0,23,2324,0,0.00989673
2053,"STOP obsessing over details and face the REAL challenge: 

Taking ACTION.",4,0,3,17,1718,4,0.009895227
1418,"Monetize hate.

Consider this:

What do people hate the most?

Find it.

Because that's what they'll pay handsomely for helping them get rid of it.",3,1,2,24,2426,2,0.009892828
2708,"Your honest straightforward DM script for cold and warm leads.

""How's it going X

I'm just reaching out to see if you'd be interested in [goal]

No need to respond if not.

But if you are, hit me back and I can definitely send you more information""

Qualify and get them on Zoom.",10,3,7,63,6369,46,0.009891663
2845,"To measure someone's stupidity levels, just watch how much they're obsessed with likes and retweets.",15,1,3,52,5257,1,0.009891573
360,"11K new followers on Instagram in last 30 days with only 1-2 reels a day. That’s 30 minutes daily of effort for me.

Let me teach you how.

Retweet this tweet.

Then….                                                                                          
                                                                                                      
Get my free course below.",8,0,5,29,2932,6,0.009890859
2969,"The lone-wolf story is bullshit.

The more people you help, the more money you’ll make.

You need others to make money.

Build your networks and treat people well.",9,1,11,108,10920,6,0.00989011
2540,"Latest trends don't guarantee sales.

Remember that profitable marketing is all that matters.",6,0,0,21,2124,0,0.009887006
367,"Cost of running a business on X and Instagram:

Manychat $15/mo – Automate IG DMs
Hypefury $45/mo – Schedule tweets
Meta Business Suite $0 - Schedule IG post
PayPal &amp; Stripe $0 – Get paid
Figma $0 – Create carousels
Gumroad $0 – Sell courses &amp; email
CapCup $0 – Edit reels",12,0,4,51,5159,62,0.009885637
2675,"Money is the cure-all.

Nobody procrastinates on what makes them money.

And if they’re passionate what they do . . .

Better!

So instead of worrying about ""failure,"" 

Worry about monetizing your content.",8,0,5,46,4654,2,0.009883971
1298,"Have you never paid for business advice?

Like it or not, paying for it is the fast track to success.",5,0,0,22,2227,2,0.009878761
843,"It's simple:
• Create value content
• Send people to your newsletter
• Sell them on your services/coaching
• Get paid
• Repeat

I show you the process for free

Like and comment ""funnel""

And I'll auto-DM you my free '6-Figure Funnel' guide.
(Bonus: How to grow a newsletter) https://t.co/GaaVxRom1r",190,0,28,240,24305,46,0.009874511
3205,"Irrational belief in your offers is worth its weight in gold.

Perfect your offers and trust the process.

This will 10x your revenue.",7,0,1,41,4154,2,0.009870005
3049,#NAME?,10,2,7,53,5370,1,0.009869646
2484,"If you want to stand out in your marketing copy, you need to be willing to challenge conventional wisdom.",7,0,3,26,2635,1,0.009867173
581,"Anyone can make a fortune teaching anything online, even if they know nothing about it.

IMAGINE letting yourself be out-hustled by a dunce.

Sell your knowlegde.",7,0,1,27,2738,2,0.009861213
791,Start or stay irrelevant.,4,0,2,16,1623,2,0.009858287
766,"Charging low prices is low self-worth.

Nothing in business is more important than your prices.

Not delivery.
Not onboarding.
Nothing.

Some people refuse to raise their prices and continue to undervalue themselves.

It’s sad.

Love yourself.

Raise your prices.",13,2,3,48,4871,3,0.009854239
924,"Today's my friend @JoshuaLisec birthday. Give the man a follow if you want to learn high-level ghostwriting, the kind that pays you $100K per client.",4,0,5,26,2640,0,0.009848485
637,"Building a personal brand doesn't need to be complicated.

Forget about the
• logo
• website
• fancy setups

What you need is simplicity and consistency.

Consistency in:
• posting content
• engaging
• connecting

The real needle movers.",7,1,4,29,2945,7,0.009847199
356,"I’ve been selling access to my community for $10/mo or one payment of $127 for life time.

The landing page converts at 6%.

From every 10 buyers, 3 purchase lifetime access.

Which tells me that I should just sell lifetime access and slowly raise the prices until it’s $1000.",8,0,1,31,3149,4,0.009844395
727,"When writing copy, you don’t matter.

Your opinions and ideas don’t matter.

The only thing that matters is…

What your audience believes.",8,0,3,24,2439,4,0.009840098
1989,"Noob: ""How many emails do you need?""
Pro: ""How much do you want to increase MRR?""

I sell transformation. And my clients see the value.",7,0,0,24,2439,3,0.009840098
1094,"If you're scrolling through X hoping to boost sales, I hate to break it to you, but it ain't gonna happen. RN you can literally get paid for posting.",2,0,1,19,1931,0,0.009839461
1742,"Seriously, STOP trying to be everywhere all the time. One platform at a time.",6,1,3,19,1931,0,0.009839461
856,"Objections every customer has:

- Too time-consuming
- It's not new
- It's all hype
- Too expensive

Answer to them in your marketing.",5,0,1,17,1728,4,0.009837963
1934,"Pay attention to your clients' pain points:

1/ Note their dislikes
2/ Brainstorm money-making solutions
3/ Provide assistance and relief

Monetize what they hate.",6,0,0,17,1729,1,0.009832273
2471,"Marketing and sales are a powerful duo.

One brings 'em in.
The other closes the deal.

Master both. You'll become unstoppable.",5,0,5,23,2340,1,0.00982906
3035,"Doesn’t matter if you have a full-time job

Or a business

Or an agency

Or if you are a freelancer.

Pick a social media platform and create content online every single day.",14,0,3,54,5496,3,0.009825328
1036,"While your competitors are out here, living in 2123 with AI and epic content, you're stuck in the 90s. 

No website.
No audience.
No lead gen.

It's time to start posting content and build a sales funnel.",3,0,2,29,2953,2,0.009820522
330,"You’ll never be rich.

It’s simple :

You quit after three months.",16,0,1,41,4178,2,0.009813308
2465,"If your copy doesn't make people uncomfortable, you're not doing it right.",21,0,5,51,5198,2,0.009811466
1023,"Selling without building anticipation is like giving a speech in an empty room.

Too many of you launch stuff without priming your audience.",10,0,1,31,3160,7,0.009810127
833,"Earning $10,000+ monthly on social media isn't a myth.

The key? Build hype.

Whether it's courses, services, or coaching, this blueprint's got you covered.

Never skip the hype",3,0,0,23,2346,4,0.009803922
1353,"The hardest part about starting a business is giving it the first 6 months.

After that, it gets manageable.",10,0,1,24,2449,0,0.009799918
2158,"In a corporation, I obsessed over:

• The praise of my bosses
• The fancy title
• My paychecks

As a solopreneur, I value:

• Authentic relationships
• Time with loved ones
• Financial independence",6,0,0,23,2350,1,0.009787234
1007,"Learn to say no.

It's the ultimate testament of self-love.",14,0,4,27,2759,1,0.009786154
2269,"Do not let FEAR hold you back as a solopreneur.

Take action even when you're SCARED.

Analyze risks
Embrace failure
Learn from experience

Remember: No change ever came from staying in one's comfort zone.",2,0,2,18,1840,2,0.009782609
1927,"Stop hustling for that first online client.

Just do this:

Promote FREE consult calls daily.

Then:

Hop on calls + Pitch a follow up call = Fast Clients",5,1,2,28,2863,8,0.009779951
515,"I love being with my kids.

I can stay home with them full-time because I started selling my skills online.

Today I've got clients paying $ 2,500 to $10,000 a month for my services.

Even though I live in the Dominican Republic and they are in the United States.

Even though English is my second language.

Even though people doubted me.

I pulled it off.

Because the Internet broke every barrier.

And now…

I'm at home all day.

Seeing my kids grow.

And never missing their birthdays.",4,0,2,33,3376,8,0.009774882
943,"If you fear sales, you've already lost.",7,0,4,30,3071,2,0.009768805
897,"A groundbreaking service + No marketing = No money.

Your ""innovation"" will die unknown if you don't market it.",4,1,3,23,2356,4,0.009762309
2871,"How to never achieve anything on Twitter:

Try to write every tweet perfectly",29,4,3,75,7687,3,0.009756732
2066,"Shitty situations can become treasures.

Years ago I was broke and unhappy, hating the 9 to 5, struggling to find purpose.

Today?

I turned those situations it hard cash by creating content and monetizing my expertise.

Your darkest days guide you to a brighter future.",1,0,1,17,1743,0,0.009753299
2284,"Self-discipline:

The cornerstone, the very foundation of a successful SOLOpreneur.

Without it, you're a diluted version of what you COULD be.

You think you can win in business without mastering yourself first? 

Yeah... Think again.",6,0,2,26,2667,3,0.009748781
2719,"A client of mine made $3500 with his first coaching offer.

He had only 1,000 followers.

Which is proof that you don't need hundreds of thousands of followers online to make a chunk of money.

You just need good content, consistency and the ability to sell in the DMs.",9,0,4,40,4105,2,0.009744214
2783,"The reason why most businesses disappear fast?

They waste all their efforts trying to get new customers.

Instead of upselling to the people who bought from them before.",29,0,5,94,9654,2,0.009736897
2673,"You’re not on Twitter to get likes, Retweets, or comments.

Those are just parts of the game—and you can’t just stop playing that game.

But . . .

What most people skip is self-promotion. 

Shameless self-promotion. 

The kind that makes money.

You should NEVER skip this.",6,1,1,48,4934,5,0.009728415
2639,"Yse ‘You’ instead of ‘We’

It’s easy to get caught up in your own POV.

Therefore…

Use the words “you” and “your” in your copy…

To:

&gt; connect with your readers
&gt; empathize with them
&gt; engage them",10,0,4,44,4526,6,0.009721608
2262,"The best way to overcome lack of sales?

BE RELENTLESS in your pursuit of clients.

You have what it takes. 

Now go out there, make waves.",5,0,1,26,2677,3,0.009712365
377,"This guy cracked the Instagram code.

He launched a series 
“Make $0.05 for every Instagram follower he gets”

Got 17K followers in his first 10 days.

He’s using the attention to promote a flipping group. And showing people how you to resell stuff on eBay and Facebook.

Genius. https://t.co/OcZoKqLnZk",5,0,1,27,2780,3,0.00971223
1848,At least it’s not $3500 https://t.co/mETb0wEoHW,16,0,0,45,4636,0,0.009706644
1236,"Listening my friends talking shit about COVID…. three years later and after getting the jab three times….

they sound like me 3 years ago 😂 

And it only took them 3 years.",2,0,1,25,2577,1,0.009701203
2791,Coming up with product ideas is easier when you pay attention to what your followers tell you they're struggling with.,16,0,4,53,5464,2,0.009699854
1450,"Learn to say no.

It’s the best way to prove your self-love.

Nothing else comes close to it.",7,0,8,35,3613,3,0.009687241
2811,"Writer's block isn't real.

It's a lame excuse lazy writers invented.",29,5,1,100,10326,1,0.009684292
560,"When it comes to posting online, inside of me there are two wolves:

1. I schedule my posts so that, rain or shine, my content is out there. 

2. Spontaneous, deranged posts when inspiration strikes.",6,0,2,26,2686,1,0.009679821
2738,"Tesla doesn't sell cars. they sell status.

Disney doesn't sell movies, they sell magic.

Apple don't sell phones, they sell innovation.

Nike doesn't sell shoes or clothes, they sell motivation.

The biggest companies aren't selling features, they're selling experiences.",19,2,12,119,12294,15,0.009679518
3095,"Perfect Sales Page copywriting checklist:

- Personalize your copy
- Be specific about who you’re talking to
- Show Benefits
- List features
- Make the copy skimmable
- FAQ section to crush objections
- Cut out the fluff
- Clear CTA at the end",9,2,1,47,4857,18,0.009676755
282,"THE ONLY CONTENT IDEATION SYSTEM YOU'LL EVER NEED

Seriously, you must watch this now

Or risk creating content nobody cares about 👇 https://t.co/FEhmUhvWq9",4,0,3,32,3307,51,0.009676444
2892,"Cubicles are soul-sucking cages. A relic of the past. Irrelevant for most.

There are better ways to get ahead in life.

Start your own business.",10,1,3,45,4653,0,0.00967118
2166,"Imagine a day without:

• Commuting
• Office politics
• Mandatory meetings

Solopreneurship is the antidote to corporate chaos.",2,0,2,24,2485,2,0.009657948
524,"People think ""If it's good, they'll read.""

But without a strong hook, they'll never read it.

Write better hooks.",9,0,2,31,3210,1,0.009657321
1557,"Shakespeare: Wrote 37 plays and 154 sonnets

Agatha Christie: Penned 66 detective novels

Your ancestors: Crafted timeless tales and legendary epics

You: Struggling to draft a tweet",8,0,3,30,3107,4,0.009655616
826,"People visited your site, enjoyed the content, but left without doing anything. 

Don't lose them due to your incompetence.

Add a CTA to buy or book a call.",2,0,0,14,1451,1,0.009648518
483,Very few things in life make you happier than making money doing something you’re actually passionate about.,10,1,3,34,3524,0,0.009648127
1366,"If the system truly wanted to empower you, schools and colleges and even you 9-5 would educate you on investing, saving effectively, and entrepreneurship.

But they'd prefer you to live paycheck to paycheck. Easier to control.",4,0,1,18,1868,0,0.009635974
1039,"Quantity is king.
But only when you're a beginner.",5,0,2,25,2595,4,0.009633911
789,"Get my 7-Pillar Productivity System guide for free.

- Work 2-4 hours a day
- Get shyt done once an for all
- Learn the mathematical way to craft the perfect goal

Like + Reply ""goals""
(I'll auto-DM the link) https://t.co/MqBxqK5A54",10,0,1,15,1558,0,0.009627728
271,Most of you would be better off delegating content creation so you can focus on sales and fulfillment.,6,0,0,25,2597,3,0.009626492
3118,"Step back for a moment to appreciate how far you've come.

Gratitude is a superpower.",26,0,8,92,9566,1,0.009617395
2638,"Fonts have personality.

Match your fonts to the intented tone of your landing page.

🟩 Sans Serif portrays stability and strongness.

◼️ Serif – tradition and formality.

🟪 Script - elegance and stylish.

🟧 Slab – bold and friendly https://t.co/WTF02cfNaY",2,0,8,58,6036,33,0.009609013
1867,"Don't stress over:

- Building landing pages
- Complex services
- Fancy email campaigns

Create a coaching offer, build an application form, promote the form online, reach out to qualified leads.",2,0,0,20,2082,6,0.009606148
2135,"To never lose a client...

Overcommunicate.

Make them feel like they’ve got all your attention.

It’s quite simple to do:

- Add them to Slack or any other chat service
- Keep them up to speed on a weekly basis.
- And NEVER give them a change to ask, “What’s next?”",8,0,2,25,2604,5,0.009600614
2626,"The desire for control is a part of human nature. 

That's why should should almost always give your digital products buyers the change to pick from different pricing tiers.

It's gives them the illusion of control.",18,0,1,38,3960,4,0.00959596
860,"People spending months crafting offers only to flop isn't bad luck.

It's bad strategy. 

Get on your newsletter.

Remind them you'll be releasing something.

And only launch when you see people are actually begging you to launch the damn thing.",5,0,0,13,1355,0,0.009594096
3126,"Turning a $5 ebook buyer into a $5,000 client is easier than you think.

Step one is to reach out to every buyer through email.

Step two is to get them on the phone.

Step three is to close them.

Simple process.",4,0,7,66,6880,11,0.009593023
1790,AI generated https://t.co/cSEVaJuRU3,12,0,0,46,4798,0,0.009587328
779,"You'd rather whine about not getting clients than promote your services every day.

Bold strategy.

It’s not going to work, though.",2,0,2,18,1878,1,0.009584665
2721,"Stop overcomplicating the money making process.

Post content that showcases your skills and knowledge online.

Engage with and DM everyone who interacts with that content.

Qualify them in the DMs and get them on a sales call with Zoom.

Then sell your services and do the work.",6,1,1,44,4591,9,0.009583969
1952,"Unsure about monetizing? Here's a simple process:
1/ Keep creating content
2/ Share testimonials
3/ Build a lead generation page
4/ Promote daily
5/ Remember: Making money = better lifestyle",4,0,0,17,1776,6,0.009572072
2061,"Ever FELT the PAIN of marketing?

You know, the hours spent on social media promoting your biz, yet no results?

Well, I'm here to tell you:

It's not about endless hustle.
It's about stating your VALUE.",2,0,0,18,1882,0,0.009564293
2025,"Here's the deal with my service:

- Target: Rich entrepreneurs
- Dream goal: Stack up their $$$
- Timeframe: 6-12 months
- Promise: You bet your ass you'll make money
- Effort: One talk with yours truly per month

Hitting sales gets easy when you aim for richer clients",5,0,3,32,3346,9,0.009563658
3041,"Underrated hack for becoming a better writer:

Dictate your thoughts.

Use voice notes. Or a transcription tool like Otter.

You’ll stop editing on the go and stop losing your train of thought.",12,0,3,47,4917,7,0.009558674
1357,"I have noticed that only rich people post about going to therapy. It’s like a badge of honor for them. It’s also a way for them to channel the idea of: “See, I’m only human.”

It is still a stupid thing to post. Avoid.",3,1,1,21,2197,0,0.009558489
900,"“I've spent 100+ hours studying INFLUENCERS, here's everything you need to know about TOPIC”

Yeah, no.

You haven’t studied anything about anyone for that amount of time.
🚩🚩🚩🚩",11,0,2,30,3139,2,0.009557184
363,"Getting good at writing requires progressive overload.

Like building muscles, you’ll get better at writing by gradually increasing the intensity over time.",7,0,1,21,2198,1,0.00955414
1102,"you when clients tell you ""I can hire someone who can do it for half"" https://t.co/zleuLudbid",5,0,1,22,2304,0,0.009548611
2212,"Embrace the power of:

• Tiny wins
• Long-term vision
• Incremental progress

Rome wasn't built in a day, and neither are successful solopreneur ventures.",6,1,3,20,2095,1,0.009546539
1970,"You're in the content game, but not making $$$?

Stop avoiding sales.

Promote. Monetize.

Money will follow your value-driven content.",3,0,1,24,2516,2,0.009538951
2915,Making your audience feel they'll miss out on something big when the deadline passes is how you go from a few sales to 1000s.,7,0,0,44,4613,4,0.009538261
2986,"To make $10K–$30K/mo with Twitter cannot be weak or lazy.

It's only for those who are willing to put in the work and bend reality.

And here are the skills you need to make this happen:

1/ Content Creation
2/ Automation
3/ Cold Outreach",8,1,6,52,5452,12,0.009537784
2300,"When I’m in a sales call, I go for a fast no.

If I feel I can’t help the person get fast success, I say,

“Thank you for your time. At the moment, I’m not the right person to help you. But I can refer you to someone who can. Sounds good?”

And BAM… I just saved 20-30 minutes.",6,1,1,29,3041,4,0.009536337
2837,"Do yourself a favor:

Start tweeting every day.",70,3,7,199,20873,10,0.009533848
2864,"Tweeting feels hard because when you write, you realize how little you know and how badly formulated your ideas are inside your brain.",11,3,2,70,7343,6,0.009532888
1477,"Yesterday, Elon Musk paid Twitter creators tons of money. Today I see Twitter users deleting Threads. 

In the nick of time",4,1,0,11,1155,0,0.00952381
1052,"Giving yourself the green light to write rubbish annihilates procrastination and ""writer's block"".",14,0,1,34,3571,1,0.009521143
945,"Copywriting isn't literature.
It's pain.
It's emotion.",10,2,1,23,2416,0,0.009519868
3026,"Good writers are not afraid to write.

The best writers are not afraid to delete.

Read that again.",11,0,4,46,4832,4,0.009519868
2531,"Currently, I run my marketing firm in under an hour a day. 

That's right, just 60 glorious minutes. 

And what do I do with all that free time? 

I read, I write, and I send an unhealthy number of funny Instagram reels to my wife. 

Life's good.",7,1,1,50,5255,2,0.009514748
2724,"I've posted content on all of my socials consistently for the past few years.

That consistency has gained me a total of 200,000 followers.

And I only spend 30 minutes a day writing.",20,0,2,66,6940,2,0.009510086
1401,"I make a conscious choice of having people around me that make me better.

If you’re not going anywhere in life, analyze the people around you.

You will get your answer.",6,1,1,21,2209,0,0.009506564
1396,"Hate is an amazing emotion.

Because it can make you insane amount of money.

When someone hates something?

That’s the goldmine.

They'll pay you just to make the problem go away.

That's right.

Their problem is your way to wealth.",5,1,2,24,2525,4,0.00950495
2648,Write fast—edit slow.,11,0,6,39,4104,0,0.009502924
457,"Spend 90 minutes creating content today.

60 minutes writing it .

30 minutes Editing it .

You’ll have a week’s worth of posts if you do this.",4,0,1,30,3158,16,0.009499683
2616,"Creating and selling digital products is a smart way to monetize your skills and expertise. 

Low overhead.
High scalability.
Earn passive income.

Crazy how we don't see more people selling them.",8,1,2,41,4317,4,0.009497336
